disease_name,name_length
复发性多灶性炎性脑病,10
IgG4相关性胆管炎,10
夏伊-德雷格尔综合征,10
微小侵袭性鳞状细胞癌,10
急性淋巴细胞性白血病,10
急性查加斯病伴心肌炎,10
急性早幼粒细胞白血病,10
急性播散性脱髓鞘脑炎,10
急性巨核细胞性白血病,10
急性女性盆腔蜂窝织炎,10
急性增殖性肾小球肾炎,10
急性坏死性溃疡性龈炎,10
急性发热性嗜中性皮病,10
急性原巨核细胞白血病,10
急性出血性坏死性肠炎,10
急性出血坏死性胰腺炎,10
微血管病性溶血性贫血,10
微小病变性肾小球肾炎,10
影响到颈背区的脂膜炎,10
急性混合细胞性白血病,10
弥漫性非霍奇金淋巴瘤,10
弥漫性肺泡出血综合征,10
弥漫性真性静脉扩张症,10
弥漫性小细胞型淋巴瘤,10
弥漫性体部血管角化瘤,10
开放性枕骨裂脑露畸形,10
库恩特-尤尼乌斯变性,10
广州管圆线虫病性脑炎,10
幼年粒单核细胞白血病,10
幼年的骨软化性佝偻病,10
幼年型髋关节骨软骨病,10
幼年型跗舟骨骨软骨病,10
幼年型股骨骺骨软骨病,10
幼年型类风湿性关节炎,10
急性混合型单系白血病,10
急性痘疮样苔癣样糠疹,10
已知病毒的流感性脑病,10
慢性特发性溶血性贫血,10
成少突神经胶质细胞瘤,10
妊娠合并代谢性酸中毒,10
成人型呼吸窘迫综合征,10
慢性鼓室化脓性中耳炎,10
慢性风湿性纵隔心包炎,10
慢性风湿性心肌心包炎,10
慢性进行性眼外肌麻痹,10
慢性迁延性病毒性肝炎,10
慢性迁延型细菌性痢疾,10
慢性血行播散型肺结核,10
慢性自身免疫性胰腺炎,10
慢性肾小管-间质肾炎,10
慢性缺血性结肠小肠炎,10
慢性粒单核细胞白血病,10
慢性潜行性隧道状溃疡,10
急性皮肤病性淋巴结炎,10
慢性混合型病毒性肝炎,10
慢性淋巴细胞性白血病,10
慢性活动性病毒性肝炎,10
慢性增殖性肾小球肾炎,10
慢性嗜酸性细胞白血病,10
慢性中性粒细胞白血病,10
急性黄疸型病毒性肝炎,10
急性麻痹性脊髓灰质炎,10
急性运动轴索性神经病,10
急性视网膜色素上皮炎,10
急性视网膜坏死综合征,10
急性血行播散型肺结核,10
急性肾小管-间质肾炎,10
急性粒单核细胞白血病,10
幼年型内侧楔骨软骨病,10
慢性重叠型病毒性肝炎,10
已知病毒的流感性肺炎,10
妊娠合并真菌性阴道炎,10
妊娠合并风湿性心脏病,10
妊娠合并风湿性关节炎,10
妊娠合并霉菌性阴道炎,10
妊娠合并肾小管酸中毒,10
妊娠合并肝豆状核变性,10
妊娠合并肌肉骨骼疾病,10
妊娠合并耳和乳突疾病,10
妊娠合并继发性高血压,10
妊娠合并结缔组织疾病,10
妊娠合并绒毛膜羊膜炎,10
妊娠合并糖尿病性酮症,10
妊娠合并神经系统疾病,10
妊娠合并硬化性胆管炎,10
妊娠合并眼和附器疾病,10
妊娠合并真菌性外阴炎,10
妊娠合并高胆红素血症,10
妊娠合并瘙痒性毛囊炎,10
妊娠合并滴虫性阴道炎,10
妊娠合并消化系统疾病,10
妊娠合并感染性心包炎,10
妊娠合并心肌炎后遗症,10
妊娠合并循环系统疾病,10
妊娠合并强直性脊柱炎,10
妊娠合并巨幼细胞贫血,10
妊娠合并子宫颈原位癌,10
妊娠合并垂体性侏儒症,10
妊娠合并呼吸系统疾病,10
妊娠合并先天性心脏病,10
已知病毒的流感性喉炎,10
妊娠合并原发性高血压,10
妊娠合并高泌乳素血症,10
妊娠合并子宫内膜息肉,10
妊娠合并高血压心脏病,10
家族遗传性淀粉样变性,10
妊娠合并高血压性肾病,10
巨细胞病毒性视网膜炎,10
左心室前壁心尖室壁瘤,10
已分化成视网膜细胞瘤,10
屈拇长肌腱损伤后遗症,10
已知病毒的流感性咽炎,10
局限于家庭的品行障碍,10
局灶性脉络膜视网膜炎,10
局灶坏死性肾小球肾炎,10
尼龙刺激性接触性皮炎,10
尼龙刷斑状淀粉样变病,10
少关节性幼年型关节炎,10
导管内乳头状黏液腺瘤,10
家族遗传性视神经萎缩,10
左心室下壁假性室壁瘤,10
家族性肝内胆汁淤积症,10
婴儿早期肌阵挛性脑病,10
家族性混合性高脂血症,10
妊娠期伴糖尿病性酮症,10
妊娠合并高雄激素血症,10
妊娠期肝内胆汁淤积症,10
妊娠期血栓性浅静脉炎,10
威尔逊-米基迪综合征,10
妊娠期合并支气管哮喘,10
婴儿的骨软化性佝偻病,10
宫颈起因的女性不孕症,10
孤立性气管支气管结核,10
宫颈其他部位的原位癌,10
家族性再生不良性贫血,10
婴幼儿和童年喂食障碍,10
粘多糖贮积性心脏病,9
粒细胞缺乏性咽峡炎,9
类风湿性嗜中性皮炎,9
第四脑室交界性肿瘤,9
第三腰椎横突综合征,9
童年恐怖性焦虑障碍,9
童年社交性焦虑障碍,9
童年反应性依恋障碍,9
社交紊乱型人格障碍,9
碱刺激性接触性皮炎,9
破骨细胞样巨细胞癌,9
硫蒽精神安定剂中毒,9
精索静脉压迫综合征,9
继发性冷球蛋白血症,9
糖耐量受损伴高血压,9
糖蛋白递降分解缺陷,9
纤维蛋白原缺乏血症,9
纵隔大B细胞淋巴瘤,9
纵隔继发性恶性肿瘤,9
绝经后萎缩性阴道炎,9
继发性单侧膝关节病,9
继发性单侧髋关节病,9
继发性双侧膝关节病,9
继发性多发性关节病,9
继发性帕金森综合征,9
继发性浆细胞白血病,9
继发性红细胞增多症,9
继发性胆汁型肝硬化,9
短暂性关节炎(病),9
相对性红细胞增多症,9
睑结缔组织恶性肿瘤,9
直肠阴道隔恶性肿瘤,9
甲状腺多处恶性肿瘤,9
甲状腺细粒棘球蚴病,9
继发性醛固酮增多症,9
甲状腺继发恶性肿瘤,9
男性性腺发育不全症,9
男性生殖器官原位癌,9
疼痛性肌痉挛综合征,9
瘢痕疙瘩性芽生菌病,9
盆腔器官损伤后遗症,9
盆腔子宫内膜异位症,9
直肠壶腹部恶性肿瘤,9
直肠子宫内膜异位症,9
直肠膀胱隔良性肿瘤,9
直肠阴道隔良性肿瘤,9
眼部浅表损伤后遗症,9
直链氨基酸代谢障碍,9
真性组织细胞淋巴瘤,9
眶周围神经良性肿瘤,9
眶结缔组织恶性肿瘤,9
眶结缔组织良性肿瘤,9
眼咽型肌营养不良症,9
眼外肌继发恶性肿瘤,9
眼球后组织恶性肿瘤,9
眼睑其他特指的炎症,9
眼睑眶隔脂肪增多症,9
眼睑细胞组织增生症,9
眼科用药和制剂中毒,9
眼肌型肌营养不良症,9
继发性血小板增多症,9
肱二头肌长头肌腱炎,9
继发性醛固酮过多症,9
胸部脊髓损伤后遗症,9
胫后神经卡压综合征,9
胫骨幼年型骨软骨病,9
胫骨非骨化性纤维瘤,9
胸主动脉假性动脉瘤,9
胸内器官损伤后遗症,9
胸导管继发恶性肿瘤,9
胸腔内器官良性肿瘤,9
胸腔子宫内膜异位症,9
胸腹主动脉粥样硬化,9
胸腺大B细胞淋巴瘤,9
胸膜继发性恶性肿瘤,9
胸部脊髓前索综合征,9
胸部脊髓后索综合征,9
胸部脊髓震荡和水肿,9
绿脓杆菌性脑膜脑炎,9
胼胝体继发恶性肿瘤,9
脊(髓)膜恶性肿瘤,9
脊(髓)膜良性肿瘤,9
脊柱囊性纤维性骨炎,9
脊髓亚急性联合变性,9
脊髓灰质炎样综合征,9
脊髓灰质炎的后遗症,9
脱髓鞘型腓骨肌萎缩,9
脾缘区B细胞淋巴瘤,9
腋结缔组织良性肿瘤,9
腓总神经损伤后遗症,9
甲状旁腺功能减退症,9
腓肠神经损伤后遗症,9
胫后动脉假性动脉瘤,9
胫前动脉假性动脉瘤,9
胆管及胆囊恶性肿瘤,9
肩腓型脊髓性肌萎缩,9
羟基喹啉衍生物中毒,9
职业性过敏性肺泡炎,9
肋间神经交界性肿瘤,9
肋骨纤维异常增殖症,9
肘关节创伤性关节病,9
肘关节粘连性滑囊炎,9
肘结缔组织恶性肿瘤,9
肛门和肛管良性肿瘤,9
肛门括约肌恶性肿瘤,9
肛门边缘皮肤原位癌,9
股四头肌内侧头囊肿,9
股总动脉假性动脉瘤,9
股浅动脉假性动脉瘤,9
股深动脉假性动脉瘤,9
股静脉血栓性静脉炎,9
股骨囊性纤维性骨炎,9
股骨非骨化性纤维瘤,9
肢体皮肤交界性肿瘤,9
肢体闭塞性动脉硬化,9
肢带型肌营养不良症,9
肥厚型梗阻性心肌病,9
肥大性肺性骨关节病,9
肩关节创伤性关节病,9
肩结缔组织良性肿瘤,9
肩胛区皮肤恶性肿瘤,9
肩胛肱骨肌纤维变性,9
肩胛肱骨肌纤维鞘炎,9
甲状旁腺激素类中毒,9
梭形细胞鳞状细胞癌,9
甲状旁腺功能亢进症,9
机动车事故的后遗症,9
新生儿无菌性心肌炎,9
新生儿真菌性脑膜炎,9
新生儿真菌性败血症,9
新生儿红细胞增多症,9
新生儿高胆红素血症,9
新生儿高酪氨酸血症,9
无名动脉盗血综合征,9
无牙性口面运动障碍,9
早发性肌阵挛性脑病,9
普拉德-威利综合征,9
暂时性髋关节滑膜炎,9
未分化型精神分裂症,9
未社会化的品行障碍,9
机械相关性心内膜炎,9
横结肠动态未定肿瘤,9
杓状会厌褶恶性肿瘤,9
松果体区交界性肿瘤,9
松果体继发恶性肿瘤,9
柯萨奇病毒性心包炎,9
柯萨奇病毒性心肌炎,9
柯萨奇病毒性脑膜炎,9
桡骨纤维异常增殖症,9
桥小脑角蛛网膜囊肿,9
梗阻性肥厚型心肌病,9
梭形细胞型恶性肿瘤,9
梭形细胞横纹肌肉瘤,9
梭形细胞移行细胞癌,9
梭形细胞血管内皮瘤,9
新生儿感染性乳腺炎,9
新生儿大肠杆菌肠炎,9
新生儿大疱性脓疱疮,9
新生儿喉返神经麻痹,9
腓骨肌腱撞击综合征,9
指屈肌腱粘连后遗症,9
指突状树突细胞肉瘤,9
指纤维组织瘤样增生,9
指结缔组织良性肿瘤,9
挥发性溶剂急性中毒,9
掌肌微黑角膜霉菌病,9
接触和暴露于传染病,9
接触和暴露于狂犬病,9
接触和暴露于结核病,9
接触海生动物后中毒,9
摄入食物引起的皮炎,9
播散性副球孢子菌病,9
支气管动态未定肿瘤,9
支气管和肺良性肿瘤,9
支气管或肺恶性肿瘤,9
支气管继发恶性肿瘤,9
支气管黏膜血管畸形,9
新月体形肾小球肾炎,9
新月体性IgA肾病,9
新生儿MNS溶血症,9
新生儿代谢性碱中毒,9
新生儿体温调节障碍,9
新生儿其他的低温症,9
新生儿化脓性脑膜炎,9
新生儿呼吸性碱中毒,9
新生儿呼吸性酸中毒,9
棒状曲霉菌性肺泡炎,9
橄榄体脑桥小脑萎缩,9
甲状旁腺交界性肿瘤,9
混合型高甘油酯血症,9
浸润性导管和管状癌,9
浸润性导管和胶样癌,9
浸润性导管和黏液癌,9
消化器官交界性肿瘤,9
消化系统先天性畸形,9
淋巴管型孢子丝菌病,9
淋巴管继发恶性肿瘤,9
淋巴结继发恶性肿瘤,9
淋球菌性外阴阴道炎,9
淋球菌性新生儿眼炎,9
混合型地方性呆小病,9
混合型抗癫痫药中毒,9
混合型虱病和阴虱病,9
混合性冷球蛋白血症,9
正中神经交界性肿瘤,9
混合性学习技能障碍,9
混合性特定发育障碍,9
混合细胞型霍奇金病,9
溶血-尿毒症综合征,9
滋养细胞恶性畸胎瘤,9
滑车神经交界性肿瘤,9
滤泡性大细胞淋巴瘤,9
滤泡树突状细胞肉瘤,9
煤炭工肺尘埃沉着病,9
猪霍乱沙门菌败血症,9
环层小体神经纤维瘤,9
环状软骨后恶性肿瘤,9
甲亢性肌无力综合征,9
浸润性导管和筛状癌,9
浸润性导管和小叶癌,9
海马回继发恶性肿瘤,9
海蓝组织细胞增生症,9
正中神经卡压综合征,9
正中神经损伤后遗症,9
正常钾型周期性麻痹,9
毛细管支气管性肺炎,9
毛细血管渗漏综合征,9
毯样视网膜营养障碍,9
治疗性二氧化碳中毒,9
泌尿生殖系统滴虫病,9
泌尿生殖系统的结核,9
泌尿系统先天性畸形,9
法特壶腹交界性肿瘤,9
泛发性脓疱型银屑病,9
波伊茨-耶格综合征,9
注意缺陷与多动障碍,9
泪腺和泪管恶性肿瘤,9
泪腺和泪管良性肿瘤,9
流产后输卵管卵巢炎,9
流感嗜血杆菌性肺炎,9
流感嗜血杆菌脑膜炎,9
流行性出血性结膜炎,9
流行性腮腺炎性肝炎,9
流行性腮腺炎性肾炎,9
流行性腮腺炎性脑炎,9
浆液性腺癌性纤维瘤,9
浆液性表面乳头状瘤,9
浆液性表面乳头状癌,9
海绵窦血栓性静脉炎,9
腓骨幼年型骨软骨病,9
远端型肌营养不良症,9
腕关节创伤性关节病,9
非手术性盲袢综合征,9
附睾精索精子淤积症,9
陈旧性结核性脑膜炎,9
陈旧性虹膜睫状体炎,9
陈旧性骨关节结核病,9
降主动脉假性动脉瘤,9
降结肠动态未定肿瘤,9
难治性双相情感障碍,9
难治性血小板减少症,9
雅达逊表皮内上皮瘤,9
非典型双相情感障碍,9
非典型溶血性尿毒症,9
非创伤性腔隙综合征,9
非大疱型多形性红斑,9
非流行性腮腺炎假瘤,9
颅后窝继发恶性肿瘤,9
非特异性间质性肺炎,9
非癌性肌无力综合征,9
非白血性髓系白血病,9
非社会化的品行障碍,9
非酒精性脂肪性肝炎,9
非阿片样镇痛药中毒,9
面和颈部先天性畸形,9
面部皮肤交界性肿瘤,9
革兰阳性细菌性肺炎,9
革兰阴性杆菌败血症,9
革兰阴性细菌性肺炎,9
颅中窝继发恶性肿瘤,9
颅内巨大动静脉畸形,9
阿片类药依赖综合征,9
阑尾其他特指的疾病,9
闭孔神经交界性肿瘤,9
闭塞性视网膜动脉炎,9
输尿管多处恶性肿瘤,9
输尿管继发恶性肿瘤,9
输尿管膀胱恶性肿瘤,9
输注后血栓性静脉炎,9
输精管继发恶性肿瘤,9
边缘区B细胞淋巴瘤,9
边缘智力伴情感障碍,9
远端型脊髓性肌萎缩,9
迪宾-约翰逊综合征,9
迷走神经交界性肿瘤,9
迷走锁骨下动脉畸形,9
部分性垂体性尿崩症,9
酒精性神经系统变性,9
金黄色葡萄球菌肠炎,9
钙化上皮性牙源性瘤,9
铜绿假单胞菌性肺炎,9
铜绿假单胞菌毛囊炎,9
铜绿假单胞菌败血症,9
铜绿假单胞菌龟头炎,9
铬变应性接触性皮炎,9
链球菌急性支气管炎,9
链球菌感染性菌血症,9
锁骨上继发恶性肿瘤,9
锁骨下动脉粥样硬化,9
锁骨纤维异常增殖症,9
镍变应性接触性皮炎,9
闭塞性毛细支气管炎,9
颅前窝继发恶性肿瘤,9
颅和面骨先天性畸形,9
腕关节粘连性滑囊炎,9
髂总动脉假性动脉瘤,9
食管胸上段恶性肿瘤,9
食管胸下段恶性肿瘤,9
食管胸中段恶性肿瘤,9
食管黏膜不典型增生,9
骶丛神经损伤后遗症,9
骶前子宫内膜异位症,9
骶子宫韧带良性肿瘤,9
骶尾区继发恶性肿瘤,9
骶尾部继发恶性肿瘤,9
骶结缔组织恶性肿瘤,9
髂内动脉假性动脉瘤,9
髂外动脉假性动脉瘤,9
髂嵴幼年型骨软骨病,9
髋关节一过性滑膜炎,9
颅底沟通交界性肿瘤,9
髋关节创伤性关节病,9
髋关节粘连性滑囊炎,9
髋结缔组织良性肿瘤,9
髋臼幼年型骨软骨病,9
髋骨纤维异常增殖症,9
高原性红细胞增多症,9
鲍曼不动杆菌性肺炎,9
麦克尔憩室恶性肿瘤,9
麦克尔憩室良性肿瘤,9
黄色肉芽肿性胆囊炎,9
黄色肉芽肿性膀胱炎,9
鼠伤寒沙门菌败血症,9
拟副交感神经药中毒,9
食管粘膜不典型增生,9
食管其他特指的疾病,9
食管中下段恶性肿瘤,9
食管中上段恶性肿瘤,9
颅眶沟通交界性肿瘤,9
颅脑外伤性情感障碍,9
颅骨和面骨恶性肿瘤,9
颅骨和面骨良性肿瘤,9
颅鼻眶沟通恶性肿瘤,9
颅鼻眶沟通良性肿瘤,9
颈内动脉假性动脉瘤,9
颈内动脉背侧动脉瘤,9
颈动脉体交界性肿瘤,9
颈后交感神经综合征,9
颈外动脉假性动脉瘤,9
颈总动脉假性动脉瘤,9
颈椎胸椎椎间盘变性,9
颈结缔组织良性肿瘤,9
颈部继发性恶性肿瘤,9
颈静脉体交界性肿瘤,9
颈静脉孔区恶性肿瘤,9
颈静脉孔区良性肿瘤,9
颈静脉球交界性肿瘤,9
颊部及牙龈恶性肿瘤,9
颊黏膜继发恶性肿瘤,9
颊龈沟继发恶性肿瘤,9
颌下腺继发恶性肿瘤,9
颌结缔组织恶性肿瘤,9
颗粒细胞肌母细胞瘤,9
颞浅动脉假性动脉瘤,9
颧骨纤维异常增殖症,9
输卵管继发恶性肿瘤,9
输卵管卵巢恶性肿瘤,9
输卵管动态未定肿瘤,9
良性对称性脂肪瘤病,9
自发性冷球蛋白血症,9
自身免疫性低血糖症,9
自身免疫性甲状腺炎,9
自身免疫性肾上腺炎,9
自身免疫相关性脑病,9
舌下神经交界性肿瘤,9
舌下腺继发恶性肿瘤,9
舌咽神经交界性肿瘤,9
舌根及咽部恶性肿瘤,9
舌活动部分恶性肿瘤,9
舌的其他先天性畸形,9
舌部及口底恶性肿瘤,9
良性双相分化间皮瘤,9
良性成牙骨质细胞瘤,9
软腭肿瘤放疗后畸形,9
良性肌痛性脑脊髓炎,9
良性肾小动脉硬化症,9
良性胃肠道间质性瘤,9
良性血管外皮细胞瘤,9
药物性皮质醇增多症,9
药物性血小板减少症,9
药物性酶缺乏性贫血,9
获得性联合免疫缺陷,9
获得性血管性血友病,9
营养缺乏性多神经炎,9
葡萄球菌性多关节炎,9
葡萄球菌性心内膜炎,9
葡萄球菌性肘关节炎,9
臂丛神经损伤后遗症,9
臀部皮肤交界性肿瘤,9
膝结缔组织良性肿瘤,9
膝关节粘连性滑囊炎,9
腕慢性碎裂音滑膜炎,9
腭部及咽部恶性肿瘤,9
腰丛神经损伤后遗症,9
腰椎及骶椎恶性肿瘤,9
腰椎椎体后缘续连症,9
腰部脊髓损伤后遗症,9
腰部脊髓震荡和水肿,9
腹主动脉假性动脉瘤,9
腹主动脉旁良性肿瘤,9
腹股沟恶性黑色素瘤,9
腹股沟皮肤恶性肿瘤,9
腹股沟神经恶性肿瘤,9
腹股沟结缔组织肿瘤,9
腹股沟继发恶性肿瘤,9
腹腔动脉假性动脉瘤,9
腹腔动脉压迫综合征,9
腹腔动脉夹层动脉瘤,9
腹膜后神经良性肿瘤,9
腹膜后继发恶性肿瘤,9
膀胱三角区恶性肿瘤,9
膀胱尿道口良性肿瘤,9
膀胱直肠隔恶性肿瘤,9
膈的其他先天性畸形,9
膈结缔组织恶性肿瘤,9
膈结缔组织良性肿瘤,9
膝关节创伤性关节病,9
膝关节滑膜良性肿瘤,9
葡萄球菌性肩关节炎,9
葡萄球菌性腕关节炎,9
葡萄球菌性膝关节炎,9
路易斯-巴尔综合征,9
踝关节粘连性滑囊炎,9
踝慢性化脓性骨髓炎,9
躯干浅表损伤后遗症,9
躯干皮肤交界性肿瘤,9
躯干神经损伤后遗症,9
躯干骨继发恶性肿瘤,9
转移性中胚层混合瘤,9
转移性乳头状囊腺癌,9
转移性乳房佩吉特病,9
转移性化学感受器瘤,9
转移性嗅神经源性瘤,9
转移性小叶浸润性癌,9
转移性恶性布伦纳瘤,9
转移性成神经细胞瘤,9
转移性成胶质细胞瘤,9
转移性成软骨细胞瘤,9
转移性梭形细胞肉瘤,9
转移性浆液性囊腺癌,9
转移性混合细胞腺癌,9
转移性男性母细胞瘤,9
转移性神经内分泌癌,9
转移性神经纤维肉瘤,9
转移性肠高血糖素瘤,9
转移性透明细胞肉瘤,9
转移性透明细胞腺癌,9
转移性黏液性囊腺癌,9
转移性黏液表皮样癌,9
踝关节创伤性关节病,9
距骨幼年型骨软骨病,9
葡萄球菌性踝关节炎,9
距下关节骨性关节病,9
葡萄球菌性髋关节炎,9
葡萄糖转运体1缺陷,9
虹膜异色性睫状体炎,9
虹膜角膜内皮综合征,9
蚊媒介的病毒性脑炎,9
蛛网膜下出血后遗症,9
蜱媒介的病毒性脑炎,9
融合及立体视觉障碍,9
融合性网状乳头瘤病,9
螺旋体感染性关节炎,9
衣原体性先天性肺炎,9
衣原体性外阴阴道炎,9
衣原体性子宫内膜炎,9
表皮葡萄球菌败血症,9
表面扩散性黑色素瘤,9
视神经乳头良性肿瘤,9
视网膜铺路石状变性,9
言语和语言发育障碍,9
贝德纳尔阿弗他溃疡,9
贝赫切特病性关节炎,9
贲门口继发恶性肿瘤,9
足慢性化脓性骨髓炎,9
足结缔组织恶性肿瘤,9
足结缔组织良性肿瘤,9
趾结缔组织良性肿瘤,9
跖趾关节骨性关节病,9
跖骨幼年型骨软骨病,9
指伸肌腱粘连后遗症,9
先天性喉软骨软化病,9
抽取绒毛查胎儿畸形,9
创伤性股假性动脉瘤,9
冷和热引起的荨麻疹,9
出血性卵巢滤泡囊肿,9
出血性卵巢黄体囊肿,9
出血热伴有肾综合征,9
创伤后单侧膝关节病,9
创伤后单侧髋关节病,9
创伤后双侧膝关节病,9
创伤后双侧髋关节病,9
创伤后手指屈曲畸形,9
创伤后睾丸鞘膜积液,9
创伤后硬脑膜下积液,9
创伤性口腔黏膜溃疡,9
创伤性硬脑膜下积液,9
创伤性虹膜睫状体炎,9
十二指肠交界性肿瘤,9
利斯特菌性心内膜炎,9
利斯特菌性脑膜脑炎,9
利血平所致精神障碍,9
前T淋巴细胞白血病,9
前列腺继发恶性肿瘤,9
前庭大腺的其他疾病,9
前庭蜗神经恶性肿瘤,9
前房积脓性角膜溃疡,9
前扁桃体柱恶性肿瘤,9
副交感神经节旁体瘤,9
功能性高胰岛素血症,9
动物源性细菌性疾病,9
动眼神经交界性肿瘤,9
冠状血管扩张剂中毒,9
全身血行播散性结核,9
全身多发淋巴结结核,9
免疫重建炎症综合征,9
先天性盆腔血管畸形,9
先天性睾丸血管畸形,9
先天性睾丸鞘膜积液,9
先天性碘缺乏综合征,9
先天性第三脑室囊肿,9
先天性精索鞘膜积液,9
先天性肌无力综合征,9
先天性股骨短缩畸形,9
先天性肺动脉瓣畸形,9
先天性胆囊血管畸形,9
先天性胸廓发育畸形,9
先天性脊柱前凸畸形,9
先天性脊柱后凸畸形,9
先天性脊髓血管畸形,9
先天性脑灰质异位症,9
先天性腹腔动脉畸形,9
先天性血小板减少症,9
先天性视网膜动脉瘤,9
先天性跖骨短缩畸形,9
先天性阴茎屈曲畸形,9
先天性食管失弛缓症,9
先天性高胆红素血症,9
先天性高胰岛素血症,9
免疫介导性脑干脑炎,9
免疫介导性脑脊髓炎,9
免疫抑制宿主性肺炎,9
免疫母细胞性淋巴瘤,9
医源性高胰岛素血症,9
十二指肠球部脂肪瘤,9
先天性狭窄性腱鞘炎,9
垂体功能减退性肌病,9
喉的其他先天性畸形,9
嗅觉与味觉混合障碍,9
嗜酸性粒细胞性胃炎,9
嗜酸粒细胞性胃肠炎,9
嗜酸粒细胞性腹膜炎,9
嗜酸细胞性脑膜脑炎,9
嗜酸细胞性蜂窝织炎,9
四氢生物蝶呤缺乏症,9
坐骨神经交界性肿瘤,9
坐骨神经损伤后遗症,9
坐骨纤维异常增殖症,9
垂体促甲状腺激素瘤,9
垂体前叶激素类中毒,9
垂体性嗜碱细胞增生,9
升主动脉假性动脉瘤,9
垂体无功能良性肿瘤,9
基底动脉顶端动脉瘤,9
基底节继发恶性肿瘤,9
基质层和深层角膜炎,9
士的宁及其盐类中毒,9
声带任克氏间隙水肿,9
壶腹部动态未定肿瘤,9
复发性虹膜睫状体炎,9
复合维生素B缺乏症,9
外伤后勃起功能障碍,9
外伤性帕金森综合征,9
外展神经交界性肿瘤,9
外耳道原位黑色素瘤,9
唇内面黏膜恶性肿瘤,9
唇内面系带恶性肿瘤,9
哈勒沃登-施帕茨病,9
呼吸系统先天性畸形,9
升结肠动态未定肿瘤,9
单侧不完全声带麻痹,9
单克隆丙种球蛋白病,9
单发性浆细胞骨髓瘤,9
单纯口下颌张力障碍,9
单纯性慢性支气管炎,9
南美仙人掌毒碱中毒,9
卡恩斯-塞尔综合征,9
卵巢继发性恶性肿瘤,9
卵巢过度刺激综合征,9
双侧不完全声带麻痹,9
双侧输卵管恶性肿瘤,9
双侧输尿管恶性肿瘤,9
反应性穿通性胶原病,9
反馈性垂体瘤综合征,9
可传播性海绵状脑病,9
右主支气管恶性肿瘤,9
右心发育不全综合征,9
右心感染性心内膜炎,9
右肺中上叶恶性肿瘤,9
右肺中下叶恶性肿瘤,9
同种免疫伴胎儿水肿,9
吡唑啉酮衍生物中毒,9
吸入有毒气体性肺炎,9
周围神经卡压综合征,9
周围血管扩张剂中毒,9
呼吸系统交界性肿瘤,9
先天性环椎后弓肥大,9
先天性水平注视麻痹,9
外耳道皮肤恶性肿瘤,9
丙型肝炎相关性肾炎,9
上颌骨继发恶性肿瘤,9
下唇颊侧面恶性肿瘤,9
下肢端原位黑色素瘤,9
下肢端恶性黑色素瘤,9
下肢端皮肤良性肿瘤,9
下肢软组织恶性肿瘤,9
下肢骨动态未定肿瘤,9
下肢骨继发恶性肿瘤,9
下运动神经元综合征,9
下颌软组织恶性肿瘤,9
下颌骨继发恶性肿瘤,9
不典型帕金森综合征,9
不动杆菌属性败血症,9
丙酮酸羧化酶缺乏症,9
亚急性坏死性脊髓炎,9
主动脉体交界性肿瘤,9
主动脉弓假性动脉瘤,9
主动脉瓣松软综合征,9
乙内酰脲衍生物中毒,9
乙状窦血栓性静脉炎,9
乙状结肠交界性肿瘤,9
乳头和乳晕恶性肿瘤,9
乳房中央部恶性肿瘤,9
乳房纤维囊性乳腺病,9
乳房腋尾部恶性肿瘤,9
乳腺中央部恶性肿瘤,9
乳腺腋尾部恶性肿瘤,9
亚急性和慢性外阴炎,9
上颌软组织恶性肿瘤,9
上颌窦继发恶性肿瘤,9
上臂内侧横纹肌结核,9
上肢骨继发恶性肿瘤,9
抗肿瘤性抗生素中毒,9
2019冠状病毒病,9
21-羟化酶缺乏症,9
21-羟化酶缺陷症,9
ANCA相关性肾炎,9
A族链球菌性败血症,9
B型圣菲利浦综合征,9
B族链球菌性败血症,9
CLOVES综合征,9
C型圣菲利浦综合征,9
D型圣菲利浦综合征,9
D族链球菌性败血症,9
IgA的选择性缺陷,9
IgG4相关性疾病,9
MxH9相关综合征,9
一过性红细胞增多症,9
三叉神经交界性肿瘤,9
三日疟性肾小球肾炎,9
三期梅毒性葡萄膜炎,9
三期梅毒性视网膜炎,9
上呼吸道的恶性肿瘤,9
上唇颊侧面恶性肿瘤,9
上肢端原位黑色素瘤,9
上肢端恶性黑色素瘤,9
上肢端皮肤良性肿瘤,9
上肢软组织恶性肿瘤,9
上肢骨动态未定肿瘤,9
亚急性和慢性阴道炎,9
亚急性皮肤红斑狼疮,9
先天性歪嘴哭综合征,9
先天性入脑前动脉瘤,9
低血糖所致精神障碍,9
作用于肌肉制剂中毒,9
佩尔格-许特综合征,9
侧脑室继发恶性肿瘤,9
侵蚀性(骨)关节病,9
假单胞菌性心内膜炎,9
假性囊膜剥脱综合征,9
假性视神经乳头水肿,9
偏侧抽搐偏瘫综合征,9
先天性上肢血管畸形,9
先天性下肢血管畸形,9
先天性主动脉瓣畸形,9
先天性主动脉窦畸形,9
先天性冠状动脉畸形,9
亚急性硬化性全脑炎,9
先天性十二指肠畸形,9
先天性卵巢血管畸形,9
先天性卵形红细胞症,9
先天性基底动脉畸形,9
先天性大肠血管畸形,9
先天性大脑动静脉瘤,9
先天性头臂动脉畸形,9
先天性子宫血管畸形,9
先天性小睑裂综合征,9
先天性小肠血管畸形,9
先天性巨结肠类源病,9
先天性房间隔膨出瘤,9
先天性拇指内收畸形,9
低血糖后昏迷的脑病,9
